customer_id,first_name,last_name,email,phone,date_of_birth,driving_license,license_issue_date,license_expiry_date,address,city,registration_date,loyalty_level,created_at,updated_at
4035,Andrey,Kozlov,customer4035@example.com,375291952231,1976-11-10,AB3243123,2012-03-11,2030-08-26,"Street 98, Apt 25",Slutsk,2022-01-26,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4036,Andrey,Novikov,customer4036@example.com,375297040607,2002-03-09,AB2966307,2014-04-21,2027-12-23,"Street 89, Apt 94",Slutsk,2022-07-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4037,Olga,Kozlov,customer4037@example.com,375292333762,2002-09-02,AB2509942,2012-12-02,2028-04-08,"Street 46, Apt 127",Lida,2024-10-23,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4038,Olga,Kuznetsov,customer4038@example.com,375298844644,1970-07-15,AB6972496,2016-05-13,2030-07-16,"Street 49, Apt 102",Zhlobin,2022-10-23,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4039,Sergey,Kuznetsov,customer4039@example.com,375299563224,1956-07-19,AB5669647,2010-04-06,2027-03-06,"Street 15, Apt 109",Pinsk,2022-04-23,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4040,Natalia,Kuznetsov,customer4040@example.com,375295813389,1994-11-05,AB3013181,2014-07-04,2025-01-10,"Street 74, Apt 132",Baranovichi,2022-10-02,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4041,Mikhail,Novikov,customer4041@example.com,375292681780,1998-10-18,AB4219578,2016-06-03,2027-07-19,"Street 8, Apt 83",Mogilev,2024-04-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4042,Mikhail,Smirnov,customer4042@example.com,375298671930,1986-01-02,AB6382250,2017-09-07,2027-02-01,"Street 70, Apt 13",Svetlogorsk,2022-01-19,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4043,Ivan,Pavlov,customer4043@example.com,375294551143,1970-05-12,AB2883415,2013-07-09,2025-03-24,"Street 90, Apt 156",Orsha,2021-12-05,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4044,Natalia,Pavlov,customer4044@example.com,375296580259,1987-06-01,AB4207861,2022-02-05,2030-02-12,"Street 44, Apt 147",Lida,2024-10-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4045,Olga,Sidorov,customer4045@example.com,375295496133,1954-10-23,AB8372316,2011-07-13,2027-06-26,"Street 28, Apt 98",Gomel,2020-09-03,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4046,Natalia,Kozlov,customer4046@example.com,375291004833,1963-03-18,AB1742054,2020-04-05,2030-06-07,"Street 69, Apt 52",Bobruisk,2020-05-09,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4047,Maria,Morozov,customer4047@example.com,375293618261,2002-02-21,AB8019922,2015-02-10,2029-02-28,"Street 9, Apt 26",Orsha,2023-09-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4048,Anna,Petrov,customer4048@example.com,375292983340,1981-04-16,AB1242990,2012-02-12,2026-09-27,"Street 98, Apt 66",Lida,2020-04-12,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4049,Natalia,Morozov,customer4049@example.com,375297665124,1979-04-03,AB4335855,2020-02-05,2025-04-26,"Street 100, Apt 20",Brest,2022-04-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4050,Anna,Semenov,customer4050@example.com,375297513336,1958-10-04,AB4377733,2021-07-06,2025-06-08,"Street 76, Apt 71",Pinsk,2020-07-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4051,Andrey,Volkov,customer4051@example.com,375292893323,1994-03-01,AB6758102,2021-09-09,2029-09-10,"Street 33, Apt 116",Lida,2021-10-07,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4052,Ivan,Ivanov,customer4052@example.com,375299045226,1968-09-04,AB4390316,2023-11-07,2027-04-07,"Street 89, Apt 63",Slutsk,2024-05-03,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4053,Mikhail,Petrov,customer4053@example.com,375299412315,1951-11-01,AB8522208,2020-06-13,2027-09-05,"Street 44, Apt 84",Pinsk,2024-12-08,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4054,Elena,Semenov,customer4054@example.com,375297303337,1955-03-07,AB6710372,2022-09-16,2029-01-11,"Street 1, Apt 123",Baranovichi,2020-12-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4055,Maria,Sidorov,customer4055@example.com,375295196427,1993-11-17,AB6264000,2016-04-13,2028-07-15,"Street 25, Apt 26",Baranovichi,2024-12-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4056,Tatiana,Novikov,customer4056@example.com,375297652613,1965-04-18,AB8698835,2015-05-16,2025-02-22,"Street 11, Apt 47",Mogilev,2022-04-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4057,Olga,Semenov,customer4057@example.com,375294201221,1989-04-19,AB5354867,2012-08-06,2029-12-25,"Street 20, Apt 137",Rechitsa,2020-06-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4058,Tatiana,Morozov,customer4058@example.com,375297407821,1950-05-02,AB3946986,2018-11-15,2027-05-15,"Street 60, Apt 5",Bobruisk,2022-09-03,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4059,Sergey,Popov,customer4059@example.com,375299381287,1983-03-20,AB3604828,2014-12-10,2026-04-11,"Street 100, Apt 12",Bobruisk,2024-09-10,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4060,Olga,Smirnov,customer4060@example.com,375294739830,1992-10-13,AB1444760,2016-12-05,2028-04-18,"Street 91, Apt 38",Borisov,2024-02-20,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4061,Olga,Kuznetsov,customer4061@example.com,375298889607,1994-12-17,AB8897756,2014-06-26,2027-06-14,"Street 92, Apt 175",Minsk,2021-11-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4062,Elena,Volkov,customer4062@example.com,375297049765,1987-03-16,AB6210505,2018-02-27,2030-03-20,"Street 83, Apt 106",Orsha,2022-05-17,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4063,Maria,Kozlov,customer4063@example.com,375293096069,1986-12-24,AB6832076,2019-02-21,2025-10-24,"Street 76, Apt 68",Vitebsk,2021-07-10,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4064,Natalia,Kozlov,customer4064@example.com,375298897464,1960-10-04,AB3002584,2018-09-10,2027-01-24,"Street 99, Apt 30",Pinsk,2023-12-01,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4065,Sergey,Petrov,customer4065@example.com,375297325135,1957-08-21,AB3401952,2015-09-28,2029-03-22,"Street 85, Apt 133",Pinsk,2022-12-06,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4066,Alexander,Pavlov,customer4066@example.com,375299506522,1951-05-12,AB6468859,2019-02-06,2029-10-19,"Street 48, Apt 30",Brest,2020-11-27,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4067,Andrey,Pavlov,customer4067@example.com,375296172677,2001-08-12,AB8108775,2022-12-24,2026-07-11,"Street 16, Apt 129",Baranovichi,2023-01-10,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4068,Ivan,Semenov,customer4068@example.com,375293752086,1962-08-25,AB3065710,2020-12-06,2027-01-13,"Street 66, Apt 48",Vitebsk,2021-01-08,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4069,Elena,Petrov,customer4069@example.com,375295030541,1999-10-21,AB8457880,2019-11-11,2025-10-26,"Street 88, Apt 111",Brest,2022-06-05,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4070,Ivan,Popov,customer4070@example.com,375297076346,1982-10-15,AB3915080,2013-06-20,2025-10-22,"Street 80, Apt 132",Rechitsa,2022-06-06,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4071,Olga,Sidorov,customer4071@example.com,375298363124,1980-01-06,AB7123284,2020-10-26,2029-05-12,"Street 72, Apt 82",Molodechno,2022-03-06,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4072,Mikhail,Kuznetsov,customer4072@example.com,375299422001,1996-08-06,AB2856159,2012-10-17,2030-12-22,"Street 73, Apt 103",Zhlobin,2021-04-21,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4073,Natalia,Pavlov,customer4073@example.com,375294954429,1979-01-28,AB8188303,2021-04-05,2026-01-01,"Street 81, Apt 20",Zhlobin,2020-10-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4074,Mikhail,Kozlov,customer4074@example.com,375298217076,1962-03-20,AB7277892,2020-02-13,2028-03-03,"Street 45, Apt 177",Slutsk,2023-05-26,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4075,Sergey,Kozlov,customer4075@example.com,375295742326,2002-08-02,AB4972274,2020-01-07,2028-07-08,"Street 67, Apt 110",Gomel,2021-07-21,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4076,Alexander,Pavlov,customer4076@example.com,375298656774,1971-09-09,AB1333185,2015-04-25,2025-09-21,"Street 71, Apt 105",Molodechno,2024-06-06,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4077,Elena,Novikov,customer4077@example.com,375298869814,1974-12-04,AB8484616,2012-08-09,2028-01-01,"Street 32, Apt 76",Mogilev,2020-06-28,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4078,Elena,Kozlov,customer4078@example.com,375291470640,1965-06-03,AB8999184,2011-10-19,2027-11-24,"Street 89, Apt 145",Zhlobin,2022-06-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4079,Olga,Kozlov,customer4079@example.com,375291834326,1977-05-22,AB5326780,2010-12-16,2030-02-21,"Street 23, Apt 175",Molodechno,2021-05-14,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4080,Alexander,Popov,customer4080@example.com,375296513159,1990-06-06,AB5365783,2020-01-26,2026-08-18,"Street 87, Apt 187",Brest,2020-02-12,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4081,Alexander,Smirnov,customer4081@example.com,375291504622,1982-11-08,AB6884602,2013-02-03,2028-11-20,"Street 42, Apt 163",Vitebsk,2022-03-05,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4082,Andrey,Popov,customer4082@example.com,375291918947,2002-09-19,AB8090437,2010-11-26,2028-02-24,"Street 28, Apt 125",Bobruisk,2023-08-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4083,Anna,Ivanov,customer4083@example.com,375298180515,1953-06-23,AB2005180,2021-07-10,2025-06-04,"Street 12, Apt 139",Borisov,2021-09-24,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4084,Ivan,Semenov,customer4084@example.com,375292631680,1992-05-24,AB5705191,2010-08-20,2025-05-07,"Street 67, Apt 145",Baranovichi,2022-04-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4085,Sergey,Semenov,customer4085@example.com,375293456824,1968-07-04,AB6887330,2020-06-06,2026-05-21,"Street 91, Apt 21",Mogilev,2021-05-03,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4086,Elena,Petrov,customer4086@example.com,375293320795,1976-12-18,AB3235474,2023-07-12,2029-12-08,"Street 42, Apt 163",Brest,2023-04-18,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4087,Tatiana,Pavlov,customer4087@example.com,375297878296,2000-09-18,AB6433369,2016-01-23,2028-10-09,"Street 42, Apt 194",Bobruisk,2024-11-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4088,Maria,Ivanov,customer4088@example.com,375294610859,1955-10-12,AB9248454,2019-11-19,2028-06-19,"Street 14, Apt 47",Borisov,2024-12-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4089,Natalia,Morozov,customer4089@example.com,375295278214,1989-04-01,AB8766089,2020-12-18,2027-06-15,"Street 65, Apt 68",Pinsk,2024-11-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4090,Tatiana,Sidorov,customer4090@example.com,375294923546,1953-08-27,AB8957336,2011-05-21,2028-06-22,"Street 5, Apt 168",Grodno,2024-07-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4091,Alexander,Novikov,customer4091@example.com,375295193096,1978-07-27,AB2129659,2010-09-03,2029-12-20,"Street 70, Apt 25",Borisov,2023-09-02,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4092,Alexander,Ivanov,customer4092@example.com,375295779588,1979-01-17,AB5491072,2014-12-26,2027-05-11,"Street 30, Apt 199",Grodno,2022-07-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4093,Alexander,Semenov,customer4093@example.com,375292078775,1986-11-26,AB6566969,2011-02-01,2029-05-12,"Street 93, Apt 176",Grodno,2023-06-25,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4094,Alexander,Volkov,customer4094@example.com,375296728280,1972-02-10,AB8275317,2012-11-28,2025-01-01,"Street 69, Apt 132",Polotsk,2024-11-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4095,Andrey,Semenov,customer4095@example.com,375292791994,1969-04-15,AB8470869,2012-03-06,2029-06-11,"Street 55, Apt 149",Baranovichi,2020-05-19,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4096,Mikhail,Kuznetsov,customer4096@example.com,375299997491,1985-02-24,AB1753375,2021-08-07,2026-08-14,"Street 92, Apt 19",Novopolotsk,2024-12-02,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4097,Maria,Kozlov,customer4097@example.com,375298571673,1965-02-04,AB1156920,2022-03-27,2027-12-26,"Street 25, Apt 117",Molodechno,2024-04-07,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4098,Elena,Popov,customer4098@example.com,375292917861,1994-06-22,AB2141266,2020-05-19,2027-01-22,"Street 3, Apt 127",Pinsk,2023-08-05,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4099,Olga,Kozlov,customer4099@example.com,375299753154,1984-02-04,AB9804442,2018-03-04,2030-01-15,"Street 49, Apt 198",Gomel,2022-11-25,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4100,Mikhail,Novikov,customer4100@example.com,375298770482,1999-01-09,AB3417547,2015-04-23,2028-08-14,"Street 76, Apt 184",Slutsk,2023-12-08,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4101,Mikhail,Kuznetsov,customer4101@example.com,375297582395,1974-01-27,AB9151275,2022-01-06,2029-11-16,"Street 28, Apt 193",Svetlogorsk,2021-04-18,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4102,Mikhail,Kozlov,customer4102@example.com,375292959144,1959-02-13,AB8312627,2012-10-13,2030-07-17,"Street 81, Apt 197",Brest,2023-04-09,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4103,Elena,Morozov,customer4103@example.com,375291985352,1991-05-06,AB7660850,2018-06-24,2030-05-10,"Street 51, Apt 1",Bobruisk,2024-09-19,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4104,Elena,Morozov,customer4104@example.com,375295013424,1959-02-20,AB2293992,2020-12-08,2026-12-02,"Street 36, Apt 77",Grodno,2020-08-20,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4105,Sergey,Kuznetsov,customer4105@example.com,375299925341,1999-06-14,AB5223839,2023-06-24,2025-05-10,"Street 54, Apt 44",Pinsk,2020-05-22,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4106,Alexander,Volkov,customer4106@example.com,375294619324,1955-07-24,AB7485867,2022-05-27,2025-08-02,"Street 7, Apt 16",Borisov,2021-08-19,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4107,Andrey,Kozlov,customer4107@example.com,375295458733,2001-03-04,AB3226048,2021-01-14,2030-07-01,"Street 48, Apt 173",Rechitsa,2020-12-27,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4108,Anna,Morozov,customer4108@example.com,375291107963,1998-03-24,AB2623968,2020-08-02,2029-09-17,"Street 2, Apt 113",Grodno,2022-03-02,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4109,Mikhail,Smirnov,customer4109@example.com,375291299058,1998-09-23,AB8460426,2023-08-05,2026-07-27,"Street 77, Apt 109",Bobruisk,2023-04-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4110,Elena,Semenov,customer4110@example.com,375298320155,1953-02-24,AB6448283,2021-01-02,2029-06-26,"Street 72, Apt 83",Pinsk,2024-02-23,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4111,Tatiana,Volkov,customer4111@example.com,375296874525,1954-07-16,AB3827445,2011-03-15,2025-12-20,"Street 41, Apt 37",Bobruisk,2020-08-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4112,Maria,Ivanov,customer4112@example.com,375298219354,1982-04-28,AB8961918,2012-01-03,2028-05-18,"Street 84, Apt 81",Pinsk,2023-02-08,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4113,Dmitry,Pavlov,customer4113@example.com,375296471814,1985-02-23,AB7845833,2013-05-18,2025-04-01,"Street 5, Apt 78",Borisov,2023-03-12,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4114,Olga,Petrov,customer4114@example.com,375296588583,1965-12-21,AB5019314,2010-06-18,2025-09-16,"Street 89, Apt 98",Brest,2022-01-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4115,Anna,Petrov,customer4115@example.com,375291465043,1954-01-14,AB2091897,2019-06-24,2029-02-26,"Street 49, Apt 24",Rechitsa,2024-04-23,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4116,Olga,Semenov,customer4116@example.com,375298230898,1970-04-14,AB7457716,2022-02-10,2027-01-22,"Street 10, Apt 142",Mogilev,2024-08-18,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4117,Ivan,Smirnov,customer4117@example.com,375298782759,1969-12-07,AB7455564,2020-02-06,2027-02-10,"Street 22, Apt 195",Bobruisk,2020-09-20,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4118,Dmitry,Kuznetsov,customer4118@example.com,375292063269,1970-12-06,AB2120097,2012-02-26,2030-11-20,"Street 31, Apt 55",Polotsk,2023-04-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4119,Natalia,Volkov,customer4119@example.com,375291652936,2000-04-21,AB3679651,2023-09-19,2028-10-26,"Street 89, Apt 92",Zhlobin,2021-08-24,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4120,Mikhail,Volkov,customer4120@example.com,375295979323,1991-02-01,AB6167749,2015-03-02,2028-03-25,"Street 44, Apt 156",Pinsk,2020-04-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4121,Andrey,Morozov,customer4121@example.com,375296014876,1994-02-07,AB4970082,2010-10-17,2027-12-11,"Street 47, Apt 40",Grodno,2022-06-10,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4122,Dmitry,Sidorov,customer4122@example.com,375299548325,1971-02-09,AB2528960,2013-07-24,2026-03-12,"Street 41, Apt 136",Slutsk,2020-04-07,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4123,Natalia,Smirnov,customer4123@example.com,375291181031,1972-07-04,AB4813104,2011-02-04,2030-11-23,"Street 32, Apt 127",Grodno,2021-12-28,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4124,Maria,Semenov,customer4124@example.com,375291907969,1982-03-24,AB3092218,2013-12-28,2027-12-21,"Street 23, Apt 190",Grodno,2020-02-03,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4125,Elena,Morozov,customer4125@example.com,375291502716,1986-09-07,AB1819237,2018-08-19,2029-04-08,"Street 27, Apt 12",Mogilev,2021-09-26,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4126,Natalia,Pavlov,customer4126@example.com,375298092834,2002-01-06,AB1299973,2023-09-05,2029-10-14,"Street 85, Apt 170",Rechitsa,2020-09-04,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4127,Sergey,Smirnov,customer4127@example.com,375296331765,1991-09-14,AB4007093,2018-04-12,2029-12-18,"Street 2, Apt 93",Polotsk,2024-08-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4128,Elena,Ivanov,customer4128@example.com,375298671844,1976-09-16,AB1863626,2012-05-10,2028-05-09,"Street 21, Apt 52",Lida,2024-09-24,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4129,Andrey,Novikov,customer4129@example.com,375295585959,1951-12-24,AB4116596,2020-08-01,2026-10-02,"Street 63, Apt 96",Pinsk,2021-03-21,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4130,Elena,Morozov,customer4130@example.com,375291620326,1955-05-15,AB7490534,2018-10-18,2026-07-07,"Street 83, Apt 173",Vitebsk,2022-10-13,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4131,Elena,Volkov,customer4131@example.com,375297989052,1993-09-24,AB2789802,2014-01-25,2026-05-18,"Street 33, Apt 88",Pinsk,2022-04-14,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4132,Olga,Smirnov,customer4132@example.com,375293891679,1976-04-07,AB5371763,2015-11-15,2025-09-22,"Street 10, Apt 19",Svetlogorsk,2022-10-13,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4133,Alexander,Semenov,customer4133@example.com,375295888558,1969-11-14,AB7526122,2015-09-22,2027-10-02,"Street 68, Apt 178",Lida,2023-02-02,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4134,Ivan,Volkov,customer4134@example.com,375292952196,1956-05-28,AB1237903,2012-03-22,2026-11-11,"Street 76, Apt 107",Minsk,2023-06-17,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4135,Mikhail,Sidorov,customer4135@example.com,375293982224,1998-10-26,AB7077081,2010-10-22,2027-05-07,"Street 56, Apt 5",Pinsk,2024-09-26,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4136,Elena,Pavlov,customer4136@example.com,375297625367,1996-02-18,AB2834512,2017-05-11,2028-12-11,"Street 57, Apt 104",Rechitsa,2021-07-21,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4137,Anna,Morozov,customer4137@example.com,375291199404,1990-01-17,AB8993163,2013-11-26,2025-04-14,"Street 46, Apt 158",Gomel,2023-08-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4138,Maria,Kuznetsov,customer4138@example.com,375294607697,1962-05-01,AB8658638,2010-06-11,2027-01-04,"Street 89, Apt 173",Baranovichi,2021-04-27,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4139,Sergey,Semenov,customer4139@example.com,375292497052,1999-08-24,AB3249580,2020-08-23,2027-10-14,"Street 90, Apt 58",Vitebsk,2024-09-12,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4140,Tatiana,Kuznetsov,customer4140@example.com,375291339706,1998-03-13,AB3084036,2023-11-02,2025-06-24,"Street 67, Apt 82",Grodno,2023-04-06,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4141,Alexander,Ivanov,customer4141@example.com,375298464821,1994-09-28,AB6644374,2017-08-17,2030-09-10,"Street 54, Apt 37",Gomel,2022-05-05,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4142,Tatiana,Semenov,customer4142@example.com,375292471440,1955-09-14,AB7586014,2023-09-06,2028-03-13,"Street 30, Apt 191",Orsha,2020-02-25,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4143,Andrey,Morozov,customer4143@example.com,375298355289,2001-12-15,AB5297117,2011-09-03,2029-12-28,"Street 17, Apt 119",Mogilev,2022-12-04,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4144,Alexander,Morozov,customer4144@example.com,375295540241,1983-03-24,AB3352197,2017-07-23,2026-05-07,"Street 77, Apt 68",Slutsk,2021-06-15,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4145,Elena,Semenov,customer4145@example.com,375299869677,1975-11-18,AB4304116,2015-05-16,2026-08-10,"Street 43, Apt 118",Vitebsk,2022-12-26,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4146,Dmitry,Kozlov,customer4146@example.com,375295431291,1993-12-15,AB4390570,2011-12-21,2029-09-01,"Street 57, Apt 19",Grodno,2021-04-14,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4147,Elena,Petrov,customer4147@example.com,375293433013,1996-02-11,AB6949040,2014-03-27,2026-08-08,"Street 76, Apt 175",Novopolotsk,2023-08-22,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4148,Andrey,Pavlov,customer4148@example.com,375292727980,1966-12-11,AB9948353,2016-02-07,2028-05-07,"Street 20, Apt 63",Lida,2024-01-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4149,Dmitry,Novikov,customer4149@example.com,375298678167,1978-06-25,AB6692342,2014-12-17,2027-01-27,"Street 2, Apt 73",Grodno,2020-01-26,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4150,Olga,Semenov,customer4150@example.com,375299721009,1983-06-15,AB7835098,2021-01-03,2030-10-13,"Street 92, Apt 107",Bobruisk,2023-10-07,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4151,Maria,Novikov,customer4151@example.com,375294266259,1974-11-23,AB1537640,2023-12-28,2028-10-17,"Street 77, Apt 11",Novopolotsk,2023-12-22,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4152,Ivan,Kozlov,customer4152@example.com,375299582445,1965-12-08,AB9729701,2011-01-04,2026-07-05,"Street 36, Apt 2",Rechitsa,2021-02-20,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4153,Natalia,Sidorov,customer4153@example.com,375297350028,1966-07-16,AB5796746,2023-05-11,2028-12-07,"Street 94, Apt 186",Brest,2021-11-24,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
4154,Ivan,Popov,customer4154@example.com,375296119255,1991-07-15,AB9764021,2023-09-27,2030-05-17,"Street 72, Apt 3",Lida,2024-06-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
